text,label,make,model,modelYear,crash,fire,numberOfInjuries,numberOfDeaths,n_words
the headlights on my pick-up are absolutely horrible and dangerous to drive with i have even gone to the expense of having brand new ones intalled and they are no different in the lighting i can barely see one car length ahead of me when driving at night which is prohibiting me from using my pick-up for night time driving this is ridiculous to have spent such a large sum of money for a vehicle and not be able to see driving at night there should be a mandatory recall of this vehicle and the headlight system,EXTERIOR LIGHTING,gmc,SIERRA 1500,2014,False,False,0,0,97
at 48k mile driver side led daytime running light failed,EXTERIOR LIGHTING,honda,ACCORD,2017,False,False,0,0,10
second day i had the vehicle i was driving at night and had no issues on the highway but turning onto a rural highway with no lights i found that the visibility thru the windshield was relegated to the bottom third the rest of the windshield appeared dark and almost impossible to see thru i contacted the dealer and returned the vehicle and was told that what i encountered was normal because honda uses a look down headlight system in fact the service manager said his wife only drove with the brites on in dark areas because she could not see thru the windshield i said this was unacceptable and the service manager said he could try to mitigate the effects by raising the headlight adjustment but he warned me that at some point the headlights might blind oncoming traffic he raised the level of the lights and i then inspected the results later that night i found that i had almost half of the windshield clear and the rest was shaded very dark i believe that this is a safety defect in this vehicle and i have asked the dealer to make repairs so far there seems to be no repair available i drive a lot on these back roads and i hope i will not have an accident because of this defect,EXTERIOR LIGHTING,honda,ACCORD,2014,False,False,0,0,224
the low beam s angle on the self-leveling headlight units is too flat blinding oncoming traffic every other car and third truck flashes their high beams at me the implementation of the handsfree bluetooth protocol is inadequate as incoming call volume is too low even after increasing speaker volume to maximum it makes handsfree operation of your mobile phone all but worthless while handsfree operation is required by law in my state both issues are safety issues as far as i am concerned,EXTERIOR LIGHTING,subaru,OUTBACK,2020,False,False,0,0,83
night time driving is almost impossible low beams do not illuminate the road it s like driving with parking lights on extremely dangerous,EXTERIOR LIGHTING,nissan,ALTIMA,2014,False,False,0,0,23
the light on the liftgate collects water while raining the water stays inside the light and has made the led lights go out where the water was collected this happened twice now the light was replaced by the dealer where purchased and within one year it happened again the part is close to 1000 and from what i can tell it will just happen again the design is flawed and really needs to be fixed i have noticed multiple other vehicles identical to mine with the exact same issue while searching for others who may have the same problem in search of a fix i have realized there is so many others with the exact same issue i have also realized there is no fix anyone who has had this problem and replaced the light ends up having the problem again i do not think this is fair to the consumer to have to spend close to 1000 every year to have a working light on the back of the car i am submitting this in hopes something will be done to fix the design flaw this issue is on my 2014 dodge durango r/t which i bought brand new like i said i have replaced the light once already and i do not feel like i should have to keep paying to keep a working light,EXTERIOR LIGHTING,dodge,DURANGO,2014,False,False,0,0,227
water collects inside the tail light assembly whenever i drive in rain or go through an automatic car wash recently i noticed there was several ounces stuck inside the assembly on both sides of the tail light assembly mounted on the taillight and part of the led light track is out i removed 2 bolts that attach the light and water poured out for about 20 seconds i am concerned this will progress and more of the tail light will go out the led lighting is no user replaceable,EXTERIOR LIGHTING,dodge,DURANGO,2014,False,False,0,0,89
front headlight assembly 1 the hid halogen lights- a the main ds3 buld continues to burn out not lasting longer than a month b the ballast also than shorts out c the high beam does the reverse effect making everything black d the low beam do not work right as i cannot see obstacles in the road clearly- when driving at night i only have my front drivers side headlight and fog light assembly to depend on primarily the passenger lights when somewhat working are dim and when the hid bulb burns out- all i have to depend on for that side of car are my day running and for lights 2 forward collision warning senors are not working making it too late if obstacles detected 3 the drivers side seat warmer stopped working,EXTERIOR LIGHTING,volkswagen,JETTA,2017,False,False,0,0,134
stop by atlanta state patrol stating no break light got a warning purchased bulbs bulbs that s in the socket will not come out took car in to thornton rd hyundai for 3 other recalls technician told me this unit is melting and rusting inside the socket so i m riding to work with back breaks lights this is a manufacturer problem not minds i can t get this problem fixed im already paying 510 00 a month car note single parent tricked into this car situation i ve google this several sonatas has this problem i need help getting this fixed,EXTERIOR LIGHTING,hyundai,SONATA,2014,False,False,0,0,102
low beam headlights are so dim that the car cannot be driven at night there needs to be a recall for nissan to address this problem as it is a common problem on these cars,EXTERIOR LIGHTING,nissan,ALTIMA,2014,False,False,0,0,35
low beam headlights are way too dim when driving at night,EXTERIOR LIGHTING,nissan,ALTIMA,2014,False,False,0,0,11
the contact owns a 2014 nissan altima the contact stated that the headlights went out and then turned on again but were very dim the failure was a hazard because the contact could not see the road while driving the vehice was taken to an independent mechanic who replaced the headlight bulbs but the failure recurred the manufacturer and dealer were not made aware of the failure the failure mileage was 32 000 the vin was unknown,EXTERIOR LIGHTING,nissan,ALTIMA,2014,False,False,0,0,77
low beam headlights brightness has degraded over time since car was new in december 2013 suspect projectors have degraded,EXTERIOR LIGHTING,nissan,ALTIMA,2014,False,False,0,0,19
the contact owns a 2017 dodge durango while driving various speeds the liftgate lights flickered there were no warning indicators illuminated durocher auto sales 4651 u s 9 plattsburgh ny 12901 518 563-3587 diagnosed that the liftgate lights needed to be repaired the vehicle was not repaired the manufacturer was made aware of the failure the failure mileage was 60 000,EXTERIOR LIGHTING,dodge,DURANGO,2017,False,False,0,0,61
tail lights/brakes light/blinkers the light kit cover seals break allowing water into the light kit water collects and shorts out the bulbs causing a dangerous hazard when rear lights fail to work in the proper manner i have called to several places and am being told yes gmc has a defect on their rear tail lights seals were not done very well and supply cannot keep up with demand the lights are over 300 each which is absolutely ridiculous a part that is necessary to keep one safe and be able to signal to other drivers should not be this expensive when the manufacturer did not build a good product,EXTERIOR LIGHTING,gmc,ACADIA,2014,False,False,0,0,110
my headlamp lightbulbs keep burning out in 2020 alone i have switched them out 3 times each was told that s not normal today i switched the passenger side for the 3rd time this year i m sure before 2021 i will need to replace the driver side it s getting expensive also my ignition coil has gone out 2ce in 4 years yes it s a 2017 but i purchased 6/30/2016 my car shakes and makes weird noise same one 1 is the culprit,EXTERIOR LIGHTING,hyundai,ELANTRA,2017,False,False,0,0,85
the headlights do not adequately illuminate the road there is no light to the side of road i came very close to driving into a ditch when driving down or up grades the road is in complete darkness no discernible difference between high and low beams it s very dangerous driving on unlit country roads near my home in upstate ny when raining the problem is even worse the headlamps on all 4 of my previous gm trucks 9jimmys yukon and suburban were far superior to those on my new 55 000 sierra this truck should not be driven at night but that s unavoidable someone s going to be hurt or killed,EXTERIOR LIGHTING,gmc,SIERRA 1500,2014,False,False,0,0,113
the headlights are not bright enough for night driving on country roads without street lights on bright or dim mode these are the worse headlights on any car i have ever owned i personally have bought 4 brand new gmc pickups this is the worse i never thought about test driving at night i trusted them wrong,EXTERIOR LIGHTING,gmc,SIERRA 1500,2014,False,False,0,0,57
the headlights don t shine on anything and it s hard to find your way at night speed 8203 8203 control does not work the engine has a different rhythm at 3000 rpm,EXTERIOR LIGHTING,kia,SORENTO,2014,False,False,0,0,33
while in auto mode lights turn off and on during the day and night happens daily,EXTERIOR LIGHTING,kia,SORENTO,2017,False,False,0,0,16
low beam headlights are dangerously dim i have to drive with high beams to see safely this started in 2019 and is getting worse,EXTERIOR LIGHTING,nissan,ALTIMA,2014,False,False,0,0,24
back up camera on in dash display is extremely bright at night there is no way for the driver to adjust the brightness it is so bright that you can not see anything else and can t even see the screen because it is so bright,EXTERIOR LIGHTING,chevrolet,SILVERADO 1500,2017,False,False,0,0,46
my tails lights go out for no results i was stopped by atl police got a ticket,EXTERIOR LIGHTING,kia,OPTIMA,2014,False,False,0,0,17
have replaced rear tires three times in past year vehicle causes extreme wear on inside tread of rear tires vehicle is known to be prone to have rear axle fractures,SUSPENSION,ford,EXPLORER,2020,False,False,0,0,30
front end axle boot leak and subsequent shake/vibration in front end on acceleration and right turns mostly went into limp mode upon driving during low speeds on more than one occasion with check engine and service transmission lights coming on no good computer history stored in engine computer to determine problem even happened shake has continued even with replacement of both front axles limp mode and warning lights haven t happened since transmission wiring harness and transmission computer were replaced has been serviced by two local dealerships for over a month and have had customer service contact with chrysler/jeep customer service about issues since transmission problems engaged in lemon law action because purchase dealer has stated on more than one occasion that the shake is a characteristic of the 2014 model of jeep cherokee all of them have it on their lot so there is nothing to fix i just don t want this to be a larger issue with more vehicles involved so i am reporting my problems,SUSPENSION,jeep,CHEROKEE,2014,False,False,0,0,169
the contact owns a 2014 ram 1500 the contact stated that the air suspension was drooping down while the vehicle was in motion or in a stopped position the dealer brickner s of wausau 2525 grand ave wausau wi 54403 715 842-4646 stated that they could not find a failure but speculated that the cold weather may have caused to suspension to droop the dealer suggested that the contact park the vehicle in a garage the manufacturer was not contacted the failure mileage was 65 000,SUSPENSION,ram,1500,2014,False,False,0,0,86
the contact owns a 2014 ford explorer the contact stated that while driving 15 mph and making a turn it felt as if the rear tire had slipped on ice with a loud abnormal sound the vehicle was towed to an independent mechanic and was diagnosed that the toe link detached the contact stated that the failure occurred twice the contact stated that her husband replaced the tow link ford of hibbing 2627 e beltline hibbing mn 55746 was contacted and informed of the failure the contact scheduled an appointment the vehicle was not repaired the manufacturer was made aware of the failure the contact was informed that the vehicle was not under recall and referred the contact to nhtsa the failure mileage was approximately 110 000,SUSPENSION,ford,EXPLORER,2014,False,False,0,0,127
when backup it sound like something is loose in the rear end the local mechanic shop corrected the problem by lubricating the spring leafs indicated there may be some sort of padding between leafs that may be missing lubrication solved problem for awhile noise is back again,SUSPENSION,chevrolet,SILVERADO 1500,2014,False,False,0,0,47
took vehicle in for yearly inspection vehicle had 39950 miles on it vehicle would not pass inspection because of rear suspension adjustment link which could lead to accident this problem is well known to service techs who inform owners this is a recurring issue at 40000 miles,SUSPENSION,chevrolet,TRAVERSE,2020,False,False,0,0,47
this complaint is made on behalf of a tesla owner in norway norway is a big market for teslas the nhtsa website is near impossible for owners outside of usa to use because it needs a usa to be supplied even though it is valid for overseas owners to complain the attached photographs show a tesla with a wheel that went whompy whilst being reversed the text that describes the incident is also included here is the tweet from owner owners in norway have been reporting similar cases of broken axles and whompy wheels for several years please look at the bigger picture these are not isolated freakish events there have been literally hundreds of cases like this all caused by undersized fragile suspension components please demand an urgent recall thank you,SUSPENSION,tesla,MODEL S 60,2017,False,False,0,0,132
the contact owns a 2011 ford explorer the contact received notification of nhtsa campaign number 20v675000 suspension the contact stated that while his wife was driving 45 mph the driver lost control of the vehicle and ended up nearby a ditch the contact stated that while his wife was driving straight the vehicle veered off independently there were no injuries during the failure the vehicle was not repaired the manufacturer was notified of the failure the failure mileage was 113 000,SUSPENSION,ford,EXPLORER,2017,False,False,0,0,81
premature rear spring broke car is 65k miles rear spring rusted and broke causes the entire rear suspension to break this make the car tilted and almost out of control i was on a local road traveling at 25 mph going straight i brought the car to star subaru service and was being charged 890 00 to replace rear driver side suspension upon inspection the rear passenger side spring also rusted,SUSPENSION,subaru,FORESTER,2014,False,False,0,0,71
i bought the car in february 2021 11 months later the rear shocks had both failed and were replaced by dealer on 01/13/2022 at 9572 miles one year later the shocks have again failed ford has refused to cover them under warranty claiming that shock failure in one year is normal wear this is a severe safety issue that affects vehicle handling and it needs to be addressed,SUSPENSION,ford,ESCAPE,2020,False,False,0,0,68
this a complaint about the fatal tesla crash in fort lauderdale even though the ntsb is investigating this crash the inquiry is likely to take more than a year i am certain that this crash was caused by yet another suspension failure crash scene photographs show that the rh back wheel and suspension have fallen off the car the road is relatively straight at the crash site there is just a single skid mark where the car suddenly went sideways there is no indication of the car spinning out of control due to taking a curve too fast the skid mark shows a very sudden swerve to the wrong side of the road and into the wall the video shows what appears to be a detached wheel and tire lying in the roadway it is also very concerning that teslas burst into flames so easily and that the electric door handles become inoperative preventing occupants or rescuers from opening them once again the early stage of these fires seems to be fuelled by the 7 gallons of ethylene glycol the stored energy in the batteries can easily boil off the water content of the coolant causing it to become highly flammable the fire does not yet appear to have ignited the actual batteries since these burn with a white heat and the individual cells explode like firecrackers this situation is extremely dangerous please act immediately before more lives are lost,SUSPENSION,tesla,MODEL S,2014,False,False,0,0,240
i found half of the coil in my garage this was to the driver side rear shock i am not sure about the condition of the other 3 shocks looks like the coil just rusted out,SUSPENSION,subaru,FORESTER,2014,False,False,0,0,36
the air sensor attached to the air filter system causes me loose mass amounts of fuel cost 200 and for know i can restart it to get it to work right but it happens lots of times at any speed electrical is part of the sensor windshield was never sealed right on top of it leaks constantly and the front suspension sounds like a bomb hits when hitting any size bump bigger than a softball size checked it best i could plus mechanic and no known reason seen,SUSPENSION,nissan,SENTRA,2014,False,False,0,0,88
on a irregular basis would get warning messages and dash warning lights about service anti-lock brake system and service electronic brake system and vehicle would start to immediately lose power and in some locations would be on an open highway at highway speeds would have to pull off road to try and cycle truck off and on to regain operation getting rear-ended on the highway is not an option due to a faulty module or braking system no pre warning lights or symtpons it just happens,SUSPENSION,ram,1500,2017,False,False,0,0,86
the air suspension system on the truck fails it will not raise i ve replaced almost all the components of the air suspension system and it s still not working the system fails in any type of weather but often it does so more in winter system has been reset multiple times compressor has been replaced twice relay replaced fuses replaced lines have been checked height sensors have been replaced looking at online forums this seems to be an issue with many dodge rams of 2014 as well as other years,SUSPENSION,ram,1500,2014,False,False,0,0,91
my car is have problems with wheel blance i don t know why 1 year i have to took my car for alignment 2 or 3 times it is something really wrong with the spring and the wheel blance,SUSPENSION,honda,CIVIC,2020,False,False,0,0,39
right rear lower control arm separated from frame vehicle pulled right toward adjacent lane in construction zone with no shoulder to utilize had to cross into an acceleration lane then slowly make way to safe pull-off problem confirmed by visual inspection no warnings nissan did not notify me of a replacement program notification was to begin in 2019 consumer was not informed of a replacement program and had to deal with a failed component and a tow from a construction site,SUSPENSION,nissan,ALTIMA,2014,False,False,0,0,81
when we took our new truck for a test drive we noticed a vibration the dealership supposedly checked it out and took care of it when took delivery of the truck and drove it home the vibration was better at a slower speed but increased as the speed increased we returned the truck to the dealership and they checked it out and said that they balanced the tires and rotated the driveshaft 180 degrees it seem to be a little better because we take this truck to florida for the winter and it is loaded my husband decided that he would put some weight in the back of it to see how it would affect it the vibration was better at a slower speed and worse at a high speed on the highway the truck has now been back at the dealership for a week and we have not heard anything in regards to it they are supposed to be doing an electronic vibration analysis on it my husband has researched this problem on the internet and there seems to be a lot of complaints about this problem hopefully people are registering them on your website,SUSPENSION,gmc,SIERRA 1500,2014,False,False,0,0,196
the contact leased a 2020 honda pilot the contact stated that the front end and rear end of the vehicle wobbled while driving at various speeds the vehicle was taken to an unknown dealer who diagnosed that no alignment issues were found the manufacturer was made aware of the failure the contact was awaiting a call back from the manufacturer the vehicle was not repaired the approximate failure mileage was 8 000,SUSPENSION,honda,PILOT,2020,False,False,0,0,72
failed cv boots resulted in grease on wheel and brakes,SUSPENSION,jeep,GRAND CHEROKEE,2014,False,False,0,0,10
bought a new 2014 chevy pickup with four 4 miles on it and it has a vibration that the dealer can not repair 3 times it now has 736 miles mostly put on by the dealer the more i drive it the worse it gets gm chevrolet motor division have been no help,SUSPENSION,chevrolet,SILVERADO 1500,2014,False,False,0,0,53
on may 13 2019 i pulled the car into my driveway and parked the car behind the house as i was getting out of the car there was a bang on the right side passenger side of the car upon inspection on the ground were two pieces of the coil spring there was a noticeable difference in the height of the car the following day i took the car to my repair shop they are replacing both rear coil springs,SUSPENSION,subaru,FORESTER,2014,False,False,0,0,80
the contact owns a 2014 hyundai sonata the contact stated that while attempting to operate the vehicle the front end fell to the ground without warning the vehicle was towed to a dealer where the failure was not diagnosed the vehicle was not repaired the manufacturer was not made aware of the failure the failure mileage was approximately 60 000 the vin was not provided,SUSPENSION,hyundai,SONATA,2014,False,False,0,0,65
the factory installed air suspension has failed more times than i can count it s has been going on for years mainly during the winter months but so far this year with the warmer weather it still fails probably at least once or twice a week this issue puts everyone in danger that is around these trucks while the are having these issues with the suspension air bags deflating when on public roadways the truck is available for inspection anytime and i encourage you to follow up with any of these trucks with complaints that suffer the same issue because if you do maybe you will realize that we are not all just crazy this is a serious issue that needs addressed by the manufacturer the message of immediate air suspension service required shows on the dash or air system cooling the defect has been confirmed/observed/examined by multiple members of law enforcement because the truck is terrible to drive and bounces so bad as it drives straight down the road with minimal bumps the report was mentioned to dealerships before but the act like they have never heard of this issue i don t know how that s possible,SUSPENSION,ram,1500,2014,False,False,0,0,199
the contact owns a 2017 ram 1500 the contact stated while driving 50 mph the immediate air suspension service repair required warning message illuminated the contact pulled over to the side of the road and restarted the vehicle and the warning message functionality returned the vehicle was taken independent mechanic where there was an unknown diagnosis the vehicle was not repaired the contact was relating the failure to a lawsuit article he read online the manufacturer was not notified of the failure the approximate failure mileage was 120 000,SUSPENSION,ram,1500,2017,False,False,0,0,89
my struts we re going through my dash board and i had it repaired and my engine light is just constantly on,SUSPENSION,kia,SOUL,2017,False,False,0,0,22
i bought my car in 2020 in that same year i took the car to the dealer because service shifter light kept coming up it would come up in moments where i would brake or gas and the car skipped before completing the task i ended spending 600 for the repairments for it to not get fixed i took it back again to get it checked out and the dealer said it was fine its 2025 now and im still having issues with it and it only got worse its more of a rougher skip while braking and gasing it also does it unexpectedly and i get worry that it might caused a crashed at some point it has also affected the inital acceleration of the car because i have to push the gas all the way for it to gain momentum,SUSPENSION,jeep,CHEROKEE,2017,False,False,0,0,142
on the morning of december 6 2020 i left my parking lot and proceeded up warwick ave towards franklin st and i slowed to go over a bump when i went over the bump as i have many times my steering wheel shifted to the right sending me into a parked car and even though i tried to turn my wheel my car wouldn t go left when i got out of my car to look i noticed a clean break on my inner outer tie rods which is weird because this is a 2020 car and i just got it in march 2020 i need help because i cannot afford to get this fixed,SUSPENSION,nissan,SENTRA,2020,False,False,0,0,115
our defective now discontinued model new 2017 subaru forester xt touring has broken down while accelerating on the highway twice due to a faulty piston thus leading to our engine being replaced the first time the car was moving east on i-70 in colorado and luckily my husband was able to veer in the median of an exit ramp the second time we were traveling east on i-70 again and luckily were able to pull off on the side of the freeway this all began at 22 352 miles and to-date the market value of repairs has accumulated to 16 100 00 this same engine issue has happened two years in a row yet a subaru representative verbally not written mentioned to us that it is cheaper for subaru to fix vehicle by vehicle that comes in instead of issuing a nation-wide recall on our model we were told our forester xt mini suv has the same engine that is in an impreza four door sedan which is not safe and is not right to the consumer,POWER TRAIN,subaru,FORESTER,2017,False,False,0,0,177
driving vehicle on roadway and started braking to stop at a stop sign when the engine revved higher had a shudder and then then car abruptly stopped in traffic check engine light illuminated put in park checked under the hood no engine issue that i could see motor ran smooth with no shudder when transmission shifted to d vehicle did not move would not move in any gear towed to kia of dothan al several transmission codes given service dept advised transmission had a total failure,POWER TRAIN,kia,SOUL,2020,False,False,0,0,86
transmission issue failure to shift gears smoothly/appropriately failure to engage in gear problem occurs after transmission has reached full operating temperature approximately 30 min of drive time vehicle contains 6 speed powershift transmission electronically shifted manual transmission initial issue was shift from 1st to 2nd gear transmission causes vehicle to shudder severely causing partial loss of acceleration as transmission attempts to complete shift same problem then began occurring in the shift between 2nd and 3rd gears shifts from 3rd to 4th and above are not affected at this time 1st to 2nd shift has become worse now resulting in intermittent power loss complete lack of acceleration this is a particularly dangerous situation when accelerating into traffic as the transmission can take up to 3 seconds before engaging 2nd gear vehicle has been to dealership tech rode along in the car for test drive because issue is intermittent and varies and only occurs when the transmission is at full operating temp at the time of the test drive the transmission was malfunctioning minor shudder from 1st to 2nd gear but the tech stated it was not severe enough that he would be able to attach a diagnostic recorder to vehicle and send the report onto ford for authorization to implement a fix ford is aware of the issue in these vehicles from the 2012 to 2014 model years according to the tech and a search of various online consumer complaint websites ford has a prescribed fix that includes replacing clutches in the transmission and reprogramming and resyncing of the powertrain computers while this defect has not caused an accident for myself i fear it is only a matter of time before it does especially since the problem continues to increase in severity others have experienced accidents because of this defect,POWER TRAIN,ford,FOCUS,2014,False,False,0,0,299
check charging system warning message came on while driving on the highway at night 01/08/2021 suddenly no power to the engine the gas pedal wasn t working quickly i pull into the hard shoulder the car failed to start the engine with the same error message the car lost power shortly after the hazard light wasn t working i contacted 911 for emergency assistance penndot truck shows up after an hour to cover the road to prevent collisions i towed the car to a nearby dealer contacted by the dealer 3 days later they said it was12v a battery issue and it s fixed i went back to the dealer the next day to pick up the car i paid 388 for replacing the battery the car won t start with the same error message i ran into the dealer asked for an explanation the worse thing is the dealer never ran the diagnostic test for code or anything and assumed it s fixed i demanded a refund i made a few calls to check the status of service since then no one has returned my call yet,POWER TRAIN,hyundai,SONATA,2014,False,False,0,0,188
the transmission gets kinda hecktick when you first take the car out of gear when in drive and at a stop it seem to hop in to gear at an odd rate to where it makes the car jerk i ve taken the car to the dealer several times and get the same response from the personnel it s just learning your driving habits they say it will go away in its own they add but no one seems to know why the 9speed transmission in this car is so crazy,POWER TRAIN,jeep,CHEROKEE,2014,False,False,0,0,91
when trying to accelerate in the car the transmission shudders and causes the vehicle to stall the transmission has issues shifting and causing the vehicle to jerk,POWER TRAIN,ford,FOCUS,2014,False,False,0,0,27
was driving the vehicle started hearing knocking sound and within minutes a loud bang and the car came to a halt got out and checked under the hood and all the oil in the vehicle drained onto the ground,POWER TRAIN,chevrolet,EQUINOX,2014,False,False,0,0,39
i leased my car from may 9 2013 i have problems with tail gate trunk and rear view camera tall gate unexpectedly opening on the road and impossible to close it some times impossible to open tall gate this problem occurred already few times on road and all my staff from trunk was on the road rear view camera doesn t work screen turns blue i was in service 7 times since nov 07 2013 but they still did not fix chrysler opened case but they do nothing only are suggesting me to go in service again using car becomes unsafe because the trunk can be opened at any time on road i pay regularly lease and already in despair they don t not answer to my requests thank you for your help information redacted pursuant to the freedom of information act foia 5 u s c 552 b 6,POWER TRAIN,jeep,GRAND CHEROKEE,2014,False,False,0,0,150
vehicle abruptly slowed in heavy traffic for no apparent reason vehicle was diagnosed as having a faulty accelerator pedal part was replaced at owners expense 14 months into the life of the car 8 months later the vehicle started to do the same thing for the next 5 months sometimes 3 to 4 times in one day or not al all for several weeks car was again presented to dealer for diagnostic and it showed that the same fault occurred this is a severe safety issue that needs to be addressed by general motors fault codes p2138 for accelerator pedal c0242 and u0401 for traction control system neither of these faults were addressed by the dealer during the repair,POWER TRAIN,chevrolet,MALIBU,2017,False,False,0,0,119
the automatic engine shut off at stop doesn t always restart engine when moving again this has happened several times where the engine doesn t restart after the engine shut off is engaged this is the same issue as reported in nhtsa action number ea25004,POWER TRAIN,honda,ODYSSEY,2020,False,False,0,0,45
acceleration when shifting into drive mode starts off with a high rev then after a few seconds a hard shift into a normal drive pattern,POWER TRAIN,kia,SORENTO,2014,False,False,0,0,25
whining noise from the transmission after 66k miles - change fluids still no improvement - known issue with ua80 transmission dealers knew of the issue but still sold cars,POWER TRAIN,toyota,HIGHLANDER,2020,False,False,0,0,29
i bought my car just a few weeks ago 4/2017 almost immediately it started this sputtering anytime i would move forward from a complete stop some people calling this a shutter the hesitation is at every stop on every take off i took it in to a ford dealership near my home i was told that this is a known common problem at ford it involved a clutch issue or faulty tcm with this automatic manual transmission ford was aware of the problem yet continued to sell these cars the ford service tech manager after hearing my issues looked up my cars zin told me that ford stopped the recall on my model focus on cars made after june 2013 my car was built 8/13 two months after the recall deadline so let me get this straight every car made in this focus style from 2012 -2014 except my car and a few others bill after 6/13 are covered under a recall for this exact same issue that i am having i was told this is because they put new type seals in the transmission after 6/13 they did a tcm flash to the transmission that is covered under a recall so ford knows this is a known issue even for cars made after 6/13 or they would not need to have a recall issued for it the manger took in my complaints in stride and said many focus have this problem so i guess i just bought the most dangerous vehicle that i have ever driven 30 years and 10 cars later in my life i m guess i m wondering why ford would stop the recall midyear when clearly the transmission is still having problems obviously in cars after being built on or after 6/13 it shudders at take off has trouble going from first to second the car does this when starting from a dead stop mostly but it has also happened when the car slows down to a light the lights changes and the car sometimes hesitates or lurches as its try s to find the right gear while starting to going faster again,POWER TRAIN,ford,FOCUS,2014,False,False,0,0,358
in october of 2020 while driving on the highway my jeep shut off and lost all motive and electric power the steering wheel locked up and the brakes applied themselves my wife was driving doing about 40-45mph a message came up that said put vehicle in park and turn off after doing so my wife was able to turn the vehicle back on and get home safely we took our jeep into to be looked at by the dealership they said they found a code for low voltage but the battery was good just loose connections no other codes were present they also stated that they found loose grohnd cables to the chassis and pcm both were tightened on 11/18/2020 after filling my gas tank i turned on to the frontage road and my jee again lost all power gave me a message that vehicle must be stopped before shifting gears,POWER TRAIN,jeep,CHEROKEE,2014,False,False,0,0,151
the vehicle suddenly lost power while driving and was unable to be shifted out of first gear this happened while on a main road and thankfully i was not hit when this occurred when the vehicle was put in reverse it goes into neutral and revs the engine instead of engaging the gear the check engine light is on was on for two days prior to this incident since this incident the car has been unusable i called many different ford dealerships and only one would see my car since they all have too many cars waiting for the same repair when i took my car into the dealership today via towing as they instructed they did not even inspect it and simply told me to have it towed back home i believe this to be an egregious safety hazard that despite the extended warranty is in no way being actually fixed if nowhere will take my car to repair it then am i expected to just keep driving a broken unsafe vehicle,POWER TRAIN,ford,FOCUS,2014,False,False,0,0,173
dangerous transmission problem on slight uphill at speeds from 40-70 miles suddenly the traction control off light and engine light comes on truck gets stuck in a weird gear gas pedal only works half way you cannot speed up to save your life this is just a 4 year old truck absolutely unfoto buyers,POWER TRAIN,ram,1500,2014,False,False,0,0,54
the contact owns a 2014 ford fusion while the vehicle was in reverse the shifter cable fractured the contact stated that the vehicle seized in gear the vehicle was towed to grand ledge ford lincoln 6080 e saginaw hwy grand ledge mi 48837 517 627-8100 to be repaired the vehicle was not included in nhtsa campaign number 18v471000 power train the manufacturer was notified of the failure the approximate failure mileage was 120 833,POWER TRAIN,ford,FUSION,2014,False,False,0,0,74
vehicle was at dealer for oil change service advised that recall campaign pc4900 reprogram transmission control module was performed after driving the car for 6 days and 447 miles it died while sitting completely still idling in traffic in drive the vehicle shuddered so violently when it died i thought that i had been rear-ended the vehicle would restart but died immediately upon any attempt to shift into reverse or drive had it towed back to the dealer diagnosis was torque converter failure total transmission replacement never had any mechanical issues with this car until now,POWER TRAIN,nissan,ALTIMA,2014,False,False,0,0,96
the contact owns a 2014 jeep grand cherokee the vehicle was taken to dch chrysler dodge jeep ram fiat of temecula 26845 ynez rd temecula ca 92591 951 225-4541 for a software upgrade per manufacturer recall number v08 after the repair the vehicle was inoperable the contact mentioned that when the vehicle was started and the accelerator pedal was depressed there was a delay in acceleration the contact mentioned that the vehicle would not accelerate over 6 mph the vehicle was taken back to the dealer for diagnostic testing but the cause of the failure could not be determined the manufacturer was made aware of the failure the failure mileage was 49 000,POWER TRAIN,jeep,GRAND CHEROKEE,2014,False,False,0,0,113
my 2014 forester has a problem with the rpms of the engine in cold weather after the engine warms up dash blue light turns off while city driving the engine rpm goes up 300 to 400 rpms when the climate control heater is turned on then if i stop for a traffic light or a stop sign or adjust the heater fan speed the engine rpms will go up another 500 to 600 rpms with the cv transmission going into a lower range transmission whines quite loud at this time i am now driving with the engine rpm at 1000 over normal rpms normal rpms is considered the rpm with the climate control off this condition will continue for close about 20 minutes of continued driving and then stop if i turn off the heater while driving the rpms revert to normal if i again turn on the heater the rpms again will go up 300 to 400 rpms and not go up the additional 500 to 600 rpms until i would stop again the 1000 rpm plus condition appears to be dangerous on slippery roads,POWER TRAIN,subaru,FORESTER,2014,False,False,0,0,186
while shifting from park to drive the top part of the gear shift and the chrome stem lifted off i pushed down to put it back and the button to engage the gear shift and move to different gears was stuck in the gear shift would not move from neutral or drive and when i parked the vehicle i had to put it in neutral and apply the emergency brake,POWER TRAIN,nissan,ROGUE,2014,False,False,0,0,70
the 6l90 tranmission failed with no warning at 58 408 miles had to back the truck up in traffic over 1/2 mile to reach a safe spot seems gm is having a lot of problems with this transmission and their 8 speed transmission no assistance from gm to repair seeing i was out of the 5 year 100000 warranty seems gm know about theses problems had to spend 5k to get no dealer service to install a remanufactured trans hoping it will not happen again,POWER TRAIN,gmc,SIERRA 3500,2017,False,False,0,0,85
